,index,urdf_filepath,urdf_path,scene_id,task,task_ids,init_ids
1047,1047,scenes/Rs_int/urdf/Rs_int_task_sorting_mail_0_27.urdf,Rs_int_task_sorting_mail_0_27,Rs_int,sorting_mail,0,27
1048,1048,scenes/Rs_int/urdf/Rs_int_task_sorting_mail_0_28.urdf,Rs_int_task_sorting_mail_0_28,Rs_int,sorting_mail,0,28
1049,1049,scenes/Rs_int/urdf/Rs_int_task_sorting_mail_0_29.urdf,Rs_int_task_sorting_mail_0_29,Rs_int,sorting_mail,0,29
1050,1050,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_0.urdf,Wainscott_0_int_task_sorting_mail_0_0,Wainscott_0_int,sorting_mail,0,0
1051,1051,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_1.urdf,Wainscott_0_int_task_sorting_mail_0_1,Wainscott_0_int,sorting_mail,0,1
1052,1052,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_2.urdf,Wainscott_0_int_task_sorting_mail_0_2,Wainscott_0_int,sorting_mail,0,2
1053,1053,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_3.urdf,Wainscott_0_int_task_sorting_mail_0_3,Wainscott_0_int,sorting_mail,0,3
1054,1054,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_4.urdf,Wainscott_0_int_task_sorting_mail_0_4,Wainscott_0_int,sorting_mail,0,4
1055,1055,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_5.urdf,Wainscott_0_int_task_sorting_mail_0_5,Wainscott_0_int,sorting_mail,0,5
1056,1056,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_6.urdf,Wainscott_0_int_task_sorting_mail_0_6,Wainscott_0_int,sorting_mail,0,6
1057,1057,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_7.urdf,Wainscott_0_int_task_sorting_mail_0_7,Wainscott_0_int,sorting_mail,0,7
1058,1058,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_8.urdf,Wainscott_0_int_task_sorting_mail_0_8,Wainscott_0_int,sorting_mail,0,8
1059,1059,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_9.urdf,Wainscott_0_int_task_sorting_mail_0_9,Wainscott_0_int,sorting_mail,0,9
1060,1060,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_10.urdf,Wainscott_0_int_task_sorting_mail_0_10,Wainscott_0_int,sorting_mail,0,10
1061,1061,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_11.urdf,Wainscott_0_int_task_sorting_mail_0_11,Wainscott_0_int,sorting_mail,0,11
1062,1062,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_12.urdf,Wainscott_0_int_task_sorting_mail_0_12,Wainscott_0_int,sorting_mail,0,12
1063,1063,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_13.urdf,Wainscott_0_int_task_sorting_mail_0_13,Wainscott_0_int,sorting_mail,0,13
1064,1064,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_sorting_mail_0_14.urdf,Wainscott_0_int_task_sorting_mail_0_14,Wainscott_0_int,sorting_mail,0,14
