,index,urdf_filepath,urdf_path,scene_id,task,task_ids,init_ids
4188,4608,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_18.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_18,Beechwood_0_int,putting_dishes_away_after_cleaning,0,18
4189,4609,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_19.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_19,Beechwood_0_int,putting_dishes_away_after_cleaning,0,19
4190,4610,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_20.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_20,Beechwood_0_int,putting_dishes_away_after_cleaning,0,20
4191,4611,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_21.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_21,Beechwood_0_int,putting_dishes_away_after_cleaning,0,21
4192,4612,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_22.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_22,Beechwood_0_int,putting_dishes_away_after_cleaning,0,22
4193,4613,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_23.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_23,Beechwood_0_int,putting_dishes_away_after_cleaning,0,23
4194,4614,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_24.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_24,Beechwood_0_int,putting_dishes_away_after_cleaning,0,24
4195,4615,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_25.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_25,Beechwood_0_int,putting_dishes_away_after_cleaning,0,25
4196,4616,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_26.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_26,Beechwood_0_int,putting_dishes_away_after_cleaning,0,26
4197,4617,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_27.urdf,Beechwood_0_int_task_putting_dishes_away_after_cleaning_0_27,Beechwood_0_int,putting_dishes_away_after_cleaning,0,27
