,index,urdf_filepath,urdf_path,scene_id,task,task_ids,init_ids
3141,3561,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_organizing_file_cabinet_0_21.urdf,Beechwood_0_int_task_organizing_file_cabinet_0_21,Beechwood_0_int,organizing_file_cabinet,0,21
3142,3562,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_organizing_file_cabinet_0_22.urdf,Beechwood_0_int_task_organizing_file_cabinet_0_22,Beechwood_0_int,organizing_file_cabinet,0,22
3143,3563,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_organizing_file_cabinet_0_23.urdf,Beechwood_0_int_task_organizing_file_cabinet_0_23,Beechwood_0_int,organizing_file_cabinet,0,23
3144,3564,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_organizing_file_cabinet_0_24.urdf,Beechwood_0_int_task_organizing_file_cabinet_0_24,Beechwood_0_int,organizing_file_cabinet,0,24
3145,3565,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_organizing_file_cabinet_0_25.urdf,Beechwood_0_int_task_organizing_file_cabinet_0_25,Beechwood_0_int,organizing_file_cabinet,0,25
3146,3566,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_organizing_file_cabinet_0_26.urdf,Beechwood_0_int_task_organizing_file_cabinet_0_26,Beechwood_0_int,organizing_file_cabinet,0,26
3147,3567,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_organizing_file_cabinet_0_27.urdf,Beechwood_0_int_task_organizing_file_cabinet_0_27,Beechwood_0_int,organizing_file_cabinet,0,27
3148,3568,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_organizing_file_cabinet_0_28.urdf,Beechwood_0_int_task_organizing_file_cabinet_0_28,Beechwood_0_int,organizing_file_cabinet,0,28
3149,3569,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_organizing_file_cabinet_0_29.urdf,Beechwood_0_int_task_organizing_file_cabinet_0_29,Beechwood_0_int,organizing_file_cabinet,0,29
3150,3570,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_organizing_file_cabinet_0_0.urdf,Wainscott_1_int_task_organizing_file_cabinet_0_0,Wainscott_1_int,organizing_file_cabinet,0,0
3151,3571,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_organizing_file_cabinet_0_1.urdf,Wainscott_1_int_task_organizing_file_cabinet_0_1,Wainscott_1_int,organizing_file_cabinet,0,1
3152,3572,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_organizing_file_cabinet_0_2.urdf,Wainscott_1_int_task_organizing_file_cabinet_0_2,Wainscott_1_int,organizing_file_cabinet,0,2
3153,3573,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_organizing_file_cabinet_0_3.urdf,Wainscott_1_int_task_organizing_file_cabinet_0_3,Wainscott_1_int,organizing_file_cabinet,0,3
3154,3574,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_organizing_file_cabinet_0_4.urdf,Wainscott_1_int_task_organizing_file_cabinet_0_4,Wainscott_1_int,organizing_file_cabinet,0,4
3155,3575,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_organizing_file_cabinet_0_5.urdf,Wainscott_1_int_task_organizing_file_cabinet_0_5,Wainscott_1_int,organizing_file_cabinet,0,5
3156,3576,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_organizing_file_cabinet_0_6.urdf,Wainscott_1_int_task_organizing_file_cabinet_0_6,Wainscott_1_int,organizing_file_cabinet,0,6
3157,3577,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_organizing_file_cabinet_0_7.urdf,Wainscott_1_int_task_organizing_file_cabinet_0_7,Wainscott_1_int,organizing_file_cabinet,0,7
