,index,urdf_filepath,urdf_path,scene_id,task,task_ids,init_ids
2094,2334,scenes/Rs_int/urdf/Rs_int_task_cleaning_up_the_kitchen_only_0_24.urdf,Rs_int_task_cleaning_up_the_kitchen_only_0_24,Rs_int,cleaning_up_the_kitchen_only,0,24
2095,2335,scenes/Rs_int/urdf/Rs_int_task_cleaning_up_the_kitchen_only_0_25.urdf,Rs_int_task_cleaning_up_the_kitchen_only_0_25,Rs_int,cleaning_up_the_kitchen_only,0,25
2096,2336,scenes/Rs_int/urdf/Rs_int_task_cleaning_up_the_kitchen_only_0_26.urdf,Rs_int_task_cleaning_up_the_kitchen_only_0_26,Rs_int,cleaning_up_the_kitchen_only,0,26
2097,2337,scenes/Rs_int/urdf/Rs_int_task_cleaning_up_the_kitchen_only_0_27.urdf,Rs_int_task_cleaning_up_the_kitchen_only_0_27,Rs_int,cleaning_up_the_kitchen_only,0,27
2098,2338,scenes/Rs_int/urdf/Rs_int_task_cleaning_up_the_kitchen_only_0_28.urdf,Rs_int_task_cleaning_up_the_kitchen_only_0_28,Rs_int,cleaning_up_the_kitchen_only,0,28
2099,2339,scenes/Rs_int/urdf/Rs_int_task_cleaning_up_the_kitchen_only_0_29.urdf,Rs_int_task_cleaning_up_the_kitchen_only_0_29,Rs_int,cleaning_up_the_kitchen_only,0,29
2100,2340,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_0.urdf,Wainscott_1_int_task_cleaning_carpets_0_0,Wainscott_1_int,cleaning_carpets,0,0
2101,2341,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_1.urdf,Wainscott_1_int_task_cleaning_carpets_0_1,Wainscott_1_int,cleaning_carpets,0,1
2102,2342,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_2.urdf,Wainscott_1_int_task_cleaning_carpets_0_2,Wainscott_1_int,cleaning_carpets,0,2
2103,2343,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_3.urdf,Wainscott_1_int_task_cleaning_carpets_0_3,Wainscott_1_int,cleaning_carpets,0,3
2104,2344,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_4.urdf,Wainscott_1_int_task_cleaning_carpets_0_4,Wainscott_1_int,cleaning_carpets,0,4
2105,2345,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_5.urdf,Wainscott_1_int_task_cleaning_carpets_0_5,Wainscott_1_int,cleaning_carpets,0,5
2106,2346,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_6.urdf,Wainscott_1_int_task_cleaning_carpets_0_6,Wainscott_1_int,cleaning_carpets,0,6
2107,2347,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_7.urdf,Wainscott_1_int_task_cleaning_carpets_0_7,Wainscott_1_int,cleaning_carpets,0,7
2108,2348,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_8.urdf,Wainscott_1_int_task_cleaning_carpets_0_8,Wainscott_1_int,cleaning_carpets,0,8
2109,2349,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_9.urdf,Wainscott_1_int_task_cleaning_carpets_0_9,Wainscott_1_int,cleaning_carpets,0,9
2110,2350,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_10.urdf,Wainscott_1_int_task_cleaning_carpets_0_10,Wainscott_1_int,cleaning_carpets,0,10
2111,2351,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_11.urdf,Wainscott_1_int_task_cleaning_carpets_0_11,Wainscott_1_int,cleaning_carpets,0,11
2112,2352,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_12.urdf,Wainscott_1_int_task_cleaning_carpets_0_12,Wainscott_1_int,cleaning_carpets,0,12
2113,2353,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_13.urdf,Wainscott_1_int_task_cleaning_carpets_0_13,Wainscott_1_int,cleaning_carpets,0,13
2114,2354,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_14.urdf,Wainscott_1_int_task_cleaning_carpets_0_14,Wainscott_1_int,cleaning_carpets,0,14
2115,2355,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_15.urdf,Wainscott_1_int_task_cleaning_carpets_0_15,Wainscott_1_int,cleaning_carpets,0,15
2116,2356,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_16.urdf,Wainscott_1_int_task_cleaning_carpets_0_16,Wainscott_1_int,cleaning_carpets,0,16
2117,2357,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_17.urdf,Wainscott_1_int_task_cleaning_carpets_0_17,Wainscott_1_int,cleaning_carpets,0,17
2118,2358,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_18.urdf,Wainscott_1_int_task_cleaning_carpets_0_18,Wainscott_1_int,cleaning_carpets,0,18
2119,2359,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_19.urdf,Wainscott_1_int_task_cleaning_carpets_0_19,Wainscott_1_int,cleaning_carpets,0,19
2120,2360,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_20.urdf,Wainscott_1_int_task_cleaning_carpets_0_20,Wainscott_1_int,cleaning_carpets,0,20
2121,2361,scenes/Wainscott_1_int/urdf/Wainscott_1_int_task_cleaning_carpets_0_21.urdf,Wainscott_1_int_task_cleaning_carpets_0_21,Wainscott_1_int,cleaning_carpets,0,21
