,index,urdf_filepath,urdf_path,scene_id,task,task_ids,init_ids
6282,6762,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_12.urdf,Wainscott_0_int_task_laying_wood_floors_0_12,Wainscott_0_int,laying_wood_floors,0,12
6283,6763,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_13.urdf,Wainscott_0_int_task_laying_wood_floors_0_13,Wainscott_0_int,laying_wood_floors,0,13
6284,6764,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_14.urdf,Wainscott_0_int_task_laying_wood_floors_0_14,Wainscott_0_int,laying_wood_floors,0,14
6285,6765,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_15.urdf,Wainscott_0_int_task_laying_wood_floors_0_15,Wainscott_0_int,laying_wood_floors,0,15
6286,6766,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_16.urdf,Wainscott_0_int_task_laying_wood_floors_0_16,Wainscott_0_int,laying_wood_floors,0,16
6287,6767,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_17.urdf,Wainscott_0_int_task_laying_wood_floors_0_17,Wainscott_0_int,laying_wood_floors,0,17
6288,6768,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_18.urdf,Wainscott_0_int_task_laying_wood_floors_0_18,Wainscott_0_int,laying_wood_floors,0,18
6289,6769,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_19.urdf,Wainscott_0_int_task_laying_wood_floors_0_19,Wainscott_0_int,laying_wood_floors,0,19
6290,6770,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_20.urdf,Wainscott_0_int_task_laying_wood_floors_0_20,Wainscott_0_int,laying_wood_floors,0,20
6291,6771,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_laying_wood_floors_0_21.urdf,Wainscott_0_int_task_laying_wood_floors_0_21,Wainscott_0_int,laying_wood_floors,0,21
